1 1 -4.600000e+01
1 1 6.000000e+00
1 1 2.000000e+00
1 1 -8.000000e+00
1 1 1.000000e+01
1 1 -2.000000e+00
1 1 2.000000e+00
1 1 8.000000e+00
1 1 -1.200000e+01
1 1 2.000000e+00
1 1 4.000000e+00
1 1 -2.200000e+01
1 1 2.400000e+01
1 1 2.000000e+00
1 1 -2.000000e+00
1 1 2.000000e+00
1 1 1.200000e+01
1 1 0
1 1 6.000000e+00
1 1 -2.400000e+01
1 1 16
1 1 -4.400000e+01
1 1 -2.000000e+00
1 1 -1.200000e+01
1 1 4.000000e+00
1 1 1.000000e+01
1 1 6.000000e+00
1 1 -8.000000e+00
1 1 0
1 1 8.000000e+00
1 1 2.000000e+00
1 1 -6.000000e+00
1 1 -1.200000e+01
1 1 -2.400000e+01
1 1 0
1 1 8.000000e+00
1 1 1.000000e+01
1 1 -6.200000e+01
1 1 -3.000000e+01
1 1 -4.000000e+00
1 1 -1.600000e+01
1 1 2.000000e+00
1 1 -5.200000e+01
1 1 -1.200000e+01
1 1 -8.000000e+00
1 1 4.000000e+00
1 1 2.000000e+00
1 1 -2.400000e+01
1 1 8.000000e+00
1 1 6.000000e+00
1 1 4.000000e+00
1 1 0
1 1 4.000000e+00
1 1 0
1 1 -6.000000e+00
1 1 0
1 1 1.800000e+01
1 1 -1.800000e+01
1 1 -4.000000e+00
1 1 -4.000000e+00
1 1 4.000000e+00
1 1 0
1 1 -2.000000e+00
1 1 -6.000000e+00
1 1 -8.000000e+00
1 1 1.000000e+01
1 1 -6.000000e+00
1 1 -1.200000e+01
1 1 -2.400000e+01
1 1 -1.200000e+01
1 1 4.000000e+00
1 1 6.000000e+00
1 1 1.800000e+01
1 1 1.600000e+01
1 1 -4.000000e+00
1 1 -4.000000e+00
1 1 -8.000000e+00
1 1 -1.800000e+01
1 1 0
1 1 -1.200000e+01
1 1 -2.200000e+01
1 1 -1.000000e+01
1 1 -6.000000e+00
1 1 0
1 1 8.000000e+00
1 1 -1.200000e+01
1 1 -2.400000e+01
1 1 -3.200000e+01
1 1 2.000000e+00
1 1 14
1 1 -6.000000e+00
1 1 -1.200000e+01
1 1 3.200000e+01
1 1 4.000000e+00
1 1 -1.600000e+01
1 1 6.000000e+00
1 1 1.600000e+01
1 1 4.000000e+00
1 1 -2.000000e+00
1 1 -1.000000e+01
1 1 -8.000000e+00
1 1 -6.000000e+00
1 1 -1.200000e+01
1 1 -8.000000e+00
1 1 2.000000e+01
1 1 -1.200000e+01
1 1 6.000000e+00
1 1 -8.000000e+00
1 2 4.000000e+00
1 2 2.600000e+01
1 2 -1.400000e+01
1 2 -2.000000e+00
1 2 2.000000e+00
1 2 -4.000000e+00
1 2 -5.400000e+01
1 2 -18
1 2 1.400000e+01
1 2 6.000000e+00
1 2 4.000000e+00
1 2 0
1 2 4.000000e+00
1 2 2.800000e+01
1 2 0
1 2 -2.000000e+00
1 2 -3.600000e+01
1 2 -2.000000e+01
1 2 -1.000000e+01
1 2 3.000000e+01
1 2 1.000000e+01
1 2 8.000000e+00
1 2 1.600000e+01
1 2 3.400000e+01
1 2 2.200000e+01
1 2 0
1 2 6.000000e+00
1 2 -1.800000e+01
1 2 -8.000000e+00
1 2 2.000000e+00
1 2 -2.600000e+01
1 2 -18
1 2 -56
1 2 -8.000000e+00
1 2 4.000000e+00
1 2 4.000000e+00
1 2 4.000000e+00
1 2 3.200000e+01
1 2 4.000000e+00
1 2 -4.000000e+00
1 2 1.400000e+01
1 2 0
1 2 -2.000000e+01
1 2 0
1 2 0
1 2 4.000000e+00
1 2 6.000000e+00
1 2 -3.200000e+01
1 2 1.000000e+01
1 2 4.000000e+00
1 2 0
1 2 0
1 2 2.000000e+00
1 2 -2.000000e+01
1 2 1.200000e+01
1 2 -2.000000e+01
1 2 4.000000e+00
1 2 0
1 2 74
1 2 3.800000e+01
1 2 -4.000000e+00
1 2 -8.000000e+00
1 2 -4.000000e+00
1 2 -1.400000e+01
1 2 -1.000000e+01
1 2 -4.000000e+00
1 2 -1.200000e+01
1 2 -1.400000e+01
1 2 -5.200000e+01
1 2 -2.000000e+00
1 2 6.400000e+01
1 2 8.000000e+00
1 2 -14
1 2 2.000000e+00
1 2 8.000000e+00
1 2 6.000000e+00
1 2 6.000000e+00
1 2 2.000000e+01
1 2 -8.000000e+00
1 2 -1.400000e+01
1 2 -1.400000e+01
1 2 4.000000e+00
1 2 2.000000e+00
1 2 0
1 2 -1.000000e+01
1 2 1.400000e+01
1 2 -1.400000e+01
1 2 -1.000000e+01
1 2 6.000000e+00
1 2 4.200000e+01
1 2 1.000000e+01
1 2 0
1 2 -1.140000e+02
1 2 0
1 2 -4.000000e+00
1 2 -8.000000e+00
1 2 -1.600000e+01
1 2 -2.000000e+00
1 2 -3.000000e+01
1 2 8.000000e+00
1 2 -6.000000e+00
1 2 -1.400000e+01
1 2 -4.000000e+00
1 2 -4.000000e+00
1 2 -8.000000e+00
1 2 -2.000000e+00
1 2 -1.200000e+01
1 2 2.000000e+00
1 4 -4.000000e+00
1 4 -4.600000e+01
1 4 -2.400000e+01
1 4 -2.600000e+01
1 4 20
1 4 -2.000000e+01
1 4 -6.000000e+00
1 4 4.000000e+00
1 4 58
1 4 4.000000e+01
1 4 -4.000000e+00
1 4 8.000000e+00
1 4 -16
1 4 -6.000000e+00
1 4 -2.000000e+00
1 4 6.000000e+00
1 4 -2.200000e+01
1 4 -2.600000e+01
1 4 -2.600000e+01
1 4 -2.000000e+00
1 4 -2.000000e+01
1 4 -18
1 4 36
1 4 0
1 4 34
1 4 18
1 4 1.000000e+01
1 4 -1.400000e+01
1 4 2.000000e+00
1 4 -2.200000e+01
1 4 -4.800000e+01
1 4 -1.000000e+01
1 4 0
1 4 1.000000e+01
1 4 148
1 4 8.000000e+00
1 4 -4.000000e+00
1 4 3.000000e+01
1 4 -1.400000e+01
1 4 -1.400000e+01
1 4 -4.000000e+00
1 4 2.000000e+01
1 4 3.200000e+01
1 4 1.000000e+01
1 4 5.200000e+01
1 4 36
1 4 0
1 4 0
1 4 -1.000000e+01
1 4 0
1 4 2.000000e+00
1 4 2.000000e+00
1 4 -1.200000e+01
